5,158.125000
8,287.100000
11,69.375000
14,88.800000
17,133.050000
20,143.425000
23,166.050000
26,239.425000
29,215.150000
32,257.225000
35,268.075000
38,305.600000
41,363.725000
44,810.900000
47,106.275000
50,117.200000
53,121.200000
56,134.325000
59,127.825000
62,136.650000
65,140.700000
68,150.775000
71,152.200000
74,195.925000
77,191.125000
80,186.350000
83,200.550000
86,197.450000
89,198.550000
92,207.650000
95,211.375000
98,15.575000
101,16.225000
104,15.575000
107,15.900000
110,15.700000
113,15.925000
116,15.500000
119,16.000000
122,17.000000
125,16.175000
128,16.375000
131,15.800000
134,16.600000
137,15.600000
140,15.850000
143,15.800000
146,16.525000
149,16.425000
152,16.925000
155,15.525000
158,15.900000
161,15.575000
164,15.850000
167,15.875000
170,18.575000
173,17.575000
176,16.025000
179,16.525000
182,16.150000
185,17.425000
188,16.350000
191,17.000000
194,15.800000
197,16.775000
200,15.925000
203,16.550000
206,16.175000
209,16.025000
212,16.725000
215,16.050000
218,16.000000
221,15.775000
224,16.075000
227,16.225000
230,15.850000
233,15.825000
236,15.625000
239,16.550000
242,15.525000
245,15.325000
248,15.925000
251,15.950000
254,16.125000
257,15.875000
260,16.625000
263,17.225000
266,15.750000
269,16.125000
272,15.875000
275,16.750000
278,16.475000
281,16.150000
284,15.975000
287,15.575000
290,17.200000
293,15.550000
296,15.850000
299,15.625000
302,15.925000
305,17.325000
308,17.575000
311,15.725000
314,15.500000
317,15.650000
320,15.625000
323,15.450000
326,46.725000
329,18.325000
332,17.300000
335,17.450000
338,15.875000
341,16.075000
344,16.200000
347,16.275000
350,16.325000
353,27.675000
356,16.600000
359,16.075000
362,16.275000
365,15.900000
368,15.625000
371,16.075000
374,16.125000
377,15.750000
380,15.525000
383,16.200000
386,16.000000
389,18.625000
392,17.200000
395,15.900000
398,15.925000
401,16.950000
404,15.650000
407,15.850000
410,15.600000
413,16.050000
416,15.400000
419,15.600000
422,16.025000
425,15.675000
428,15.700000
431,15.575000
434,16.725000
437,15.900000
440,15.850000
443,16.050000
446,15.650000
449,16.175000
452,15.900000
455,15.525000
458,18.075000
461,16.575000
464,16.825000
467,15.850000
470,15.750000
473,15.600000
476,15.850000
479,16.275000
482,16.650000
485,16.650000
488,16.800000
491,16.225000
494,16.100000
497,16.225000
500,16.825000
503,16.425000
506,15.925000
509,16.275000
512,16.475000
515,16.275000
518,15.925000
521,16.825000
524,15.400000
527,15.700000
530,15.425000
533,15.875000
536,15.575000
539,18.750000
542,16.750000
545,16.150000
548,15.950000
