5,72.450000
8,542.450000
11,1039.025000
14,5481.650000
17,1812.925000
20,2337.950000
23,1522.875000
26,7831.200000
29,3574.200000
32,1234.375000
35,755.425000
38,823.500000
41,1647.950000
44,1145.925000
47,1785.575000
50,2953.850000
53,4062.900000
56,4354.900000
59,6448.075000
62,1316.450000
65,1380.625000
68,1552.000000
71,2734.100000
74,1789.150000
77,1576.750000
80,10591.100000
83,11367.850000
86,2031.525000
89,2079.050000
92,2178.775000
95,2491.475000
98,2362.150000
101,2323.100000
104,2849.325000
107,4264.525000
110,2676.800000
113,3290.275000
116,3017.700000
119,15168.350000
122,15555.750000
125,15702.725000
128,16502.700000
131,3484.800000
134,3627.825000
137,4982.800000
140,3947.425000
143,4147.450000
146,4046.325000
149,5659.875000
152,4165.775000
155,4465.750000
158,4635.750000
161,5085.975000
164,5098.850000
167,4793.675000
170,9003.200000
173,5644.575000
176,7781.125000
179,6245.975000
182,27816.900000
185,17395.575000
188,28708.175000
191,33439.125000
194,6000.950000
197,6114.275000
200,7248.650000
203,8629.275000
206,6713.700000
209,6803.150000
212,11100.825000
215,8270.275000
218,8666.350000
221,11319.175000
224,8927.950000
227,10251.300000
230,9501.400000
233,9714.350000
236,8981.850000
239,8844.700000
242,8100.200000
245,90901.275000
248,9566.875000
251,8816.725000
254,9643.150000
257,12228.650000
260,40262.600000
263,47616.625000
266,60785.150000
269,41939.400000
272,13533.175000
275,10965.100000
278,10189.325000
281,12193.400000
284,17054.450000
287,16168.175000
290,15015.150000
293,11854.800000
296,14269.250000
299,11693.250000
302,12954.725000
305,11932.475000
308,13534.000000
311,14283.225000
314,11183.275000
317,14061.925000
320,11550.900000
323,16463.900000
326,15875.975000
329,12430.975000
332,13702.050000
335,17752.600000
338,15999.450000
341,19385.325000
344,26481.600000
347,14222.775000
350,13363.125000
353,13491.800000
356,14006.700000
359,14055.475000
362,15243.350000
365,14922.200000
368,13627.300000
371,19548.925000
374,14725.350000
377,16370.325000
380,17940.575000
383,14758.275000
386,16811.825000
389,16209.450000
392,15510.775000
395,17002.350000
398,17750.300000
401,18683.375000
404,15869.150000
407,32519.200000
410,17695.575000
413,17766.400000
416,17721.775000
419,19567.750000
422,28254.375000
425,19082.150000
428,20036.375000
431,18661.925000
434,27121.175000
437,18853.275000
440,28344.225000
443,20980.550000
446,25324.750000
449,19567.100000
452,20523.275000
455,20288.850000
458,24682.475000
461,26822.550000
464,21440.625000
467,20957.450000
470,23989.075000
473,50624.025000
476,22115.350000
479,33659.925000
482,20995.350000
485,24468.775000
488,25722.325000
491,23039.450000
494,31948.400000
497,35034.850000
500,24446.425000
503,33745.100000
506,28611.100000
509,25561.425000
512,22882.500000
515,39073.600000
518,40881.825000
521,26905.725000
524,23944.450000
527,39052.650000
530,33442.750000
533,37066.050000
536,33858.725000
539,25985.875000
542,44514.375000
545,36836.700000
548,31392.225000
551,30546.125000
554,29308.350000
557,29596.000000
560,30627.825000
563,29577.125000
566,30598.675000
569,33768.850000
572,33977.725000
575,47038.100000
578,29970.125000
581,38564.775000
584,35942.950000
587,38022.775000
590,36288.125000
593,35450.625000
596,38228.575000
599,49016.800000
602,43281.675000
605,43364.800000
608,41184.850000
611,42215.925000
614,37856.350000
617,43431.900000
620,42436.075000
623,38632.300000
626,66505.900000
629,41396.425000
632,58692.400000
635,46332.825000
638,54981.375000
641,48435.900000
644,48334.850000
647,72364.725000
650,43784.300000
653,65787.450000
656,43505.025000
659,52848.950000
662,69526.475000
665,60772.150000
668,46670.750000
671,46292.875000
674,58083.575000
677,50251.600000
680,50266.875000
683,50015.475000
686,61254.325000
689,64969.875000
692,72338.500000
695,52206.625000
698,56116.500000
701,58953.200000
704,50566.325000
707,66541.850000
710,67888.450000
713,57672.225000
716,63250.300000
719,65742.100000
722,61164.550000
725,77834.425000
728,50599.850000
731,55015.775000
734,56588.675000
737,135994.575000
740,73188.925000
743,54874.500000
746,75478.950000
749,73582.375000
752,80106.275000
755,70061.625000
758,72822.800000
761,75093.200000
764,72231.100000
767,106070.500000
770,60679.275000
773,57164.525000
776,69360.725000
779,53543.775000
782,57907.075000
785,64640.275000
788,144948.300000
791,60722.875000
794,63428.500000
797,68617.700000
800,76973.300000
803,61108.425000
806,84422.050000
809,78365.000000
812,77986.875000
815,78436.675000
818,77014.625000
821,77098.250000
824,78430.625000
827,73457.200000
830,71117.350000
833,74190.100000
836,71524.925000
839,73583.950000
842,71706.950000
845,74031.600000
848,72601.600000
851,75799.050000
854,79147.275000
857,77569.875000
860,72923.275000
863,73058.100000
866,57699.400000
869,73516.950000
872,59663.775000
875,61376.750000
878,62754.825000
881,63689.275000
884,65410.750000
887,64046.125000
890,61671.650000
893,81864.675000
896,81460.800000
899,84878.625000
902,69778.725000
905,84867.825000
